C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1     1/24/2017  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Mg	Al	Si	S	Ar	K	Ca	Ti	Cr	Mn	Fe	Ni	Cu	Zn	Br	Rb	Sr	Zr	Tc	Ag	In	Sn	Ba	Pm	Sm	Gd	Tb	Dy	Ho	Tm	Tl	Pb	At	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W lb2	W La in	W Lb1 in	W Lb2 in	Mo inc	Mo coh	Dt	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000488.spe	1003.34	5.42	1	0.017517	-0.010617	0.009680	0.091522	37993	1.16	0.000	0.011	0.593	0.034	0.976	3.701	0.489	4.474	0.357	0.264	94.743	0.708	0.263	0.435	0.000	1.511	1.878	5.308	0.033	0.111	0.251	0.000	0.492	0.047	0.132	0.000	0.875	0.359	0.102	0.754	0.415	0.470	0.931	0.952	0.819	0.384	0.554	3.349	0.310	0.683	0.146	0.793	0.621	0.299	117.273	30.800	0.316	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000489.spe	1005.34	5.42	1	0.017519	-0.010617	0.009735	0.091522	37981	1.11	0.023	0.080	0.757	0.000	1.082	5.160	0.342	6.438	0.818	0.502	99.161	0.513	0.439	0.932	0.248	2.185	1.880	5.660	0.029	0.085	0.104	0.094	0.542	0.000	0.117	0.000	0.920	1.299	0.476	0.899	0.178	0.050	0.590	0.575	0.000	0.350	0.182	2.864	0.663	0.116	0.586	0.869	0.693	0.320	118.317	30.652	0.315	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000490.spe	1007.34	5.44	1	0.017517	-0.010617	0.009735	0.091522	38886	1.20	0.000	0.086	0.527	0.054	1.049	5.630	0.461	7.003	0.687	0.491	106.513	0.886	0.272	0.889	0.161	2.285	2.192	4.797	0.036	0.050	0.150	0.044	0.423	0.000	0.380	0.000	1.040	0.369	0.000	0.803	0.000	0.233	0.119	0.614	0.035	0.859	0.914	2.602	0.000	0.000	0.000	0.251	0.532	0.242	118.879	30.950	0.316	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000491.spe	1009.34	5.41	1	0.017516	-0.010617	0.009782	0.091522	38568	1.15	0.000	0.136	0.603	0.000	1.073	4.296	0.343	5.736	0.178	0.406	110.978	0.470	0.251	0.752	0.000	1.593	2.458	3.857	0.024	0.086	0.116	0.000	0.524	0.244	0.282	0.000	1.478	0.690	0.584	1.010	0.000	0.000	0.225	0.786	0.319	0.295	0.335	2.923	0.858	0.890	0.000	0.492	1.157	0.596	117.678	29.761	0.315	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000492.spe	1011.34	5.42	1	0.017514	-0.010617	0.009762	0.091522	39639	1.26	0.000	0.092	0.655	0.015	1.193	4.109	0.423	6.152	0.122	0.372	133.767	0.488	0.047	0.860	0.291	2.184	1.551	3.184	0.000	0.000	0.015	0.041	0.672	0.251	0.101	0.000	1.088	0.000	0.323	0.973	0.313	0.000	0.385	0.933	0.000	0.728	0.836	4.032	0.156	0.491	0.284	0.241	0.021	0.545	116.562	29.174	0.315	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000493.spe	1013.34	5.40	1	0.017515	-0.010617	0.009727	0.091522	40453	1.27	0.000	0.106	1.019	0.028	1.069	5.147	0.497	4.592	0.491	0.577	159.295	0.750	0.321	0.877	0.017	1.648	2.458	2.072	0.019	0.029	0.170	0.017	0.762	0.000	0.336	0.000	2.430	0.715	0.000	0.733	0.000	0.028	0.534	0.877	0.202	1.036	0.986	3.475	0.184	0.857	0.000	0.441	0.228	0.464	115.425	29.025	0.315	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000494.spe	1015.34	5.41	1	0.017518	-0.010617	0.009693	0.091522	36999	1.20	0.000	0.064	0.817	0.047	1.189	3.844	0.410	4.130	0.349	0.281	100.072	0.737	0.000	0.657	0.000	1.758	1.515	1.660	0.022	0.000	0.181	0.029	0.573	0.122	0.226	0.000	0.971	0.446	0.384	0.714	0.000	0.000	0.000	0.623	0.000	0.622	0.773	3.018	0.724	0.658	0.096	0.695	0.661	0.792	116.866	30.052	0.312	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000495.spe	1017.34	5.44	1	0.017520	-0.010617	0.009711	0.091522	37513	1.17	0.000	0.087	1.022	0.071	1.240	4.780	0.483	4.367	0.530	0.536	98.995	0.686	0.052	0.906	0.000	1.637	1.783	2.383	0.073	0.039	0.014	0.147	0.472	0.000	0.345	0.000	0.291	0.671	0.079	0.972	0.000	0.000	0.490	0.632	0.488	0.739	0.520	2.957	0.829	0.516	0.252	0.422	1.021	0.284	121.645	30.667	0.315	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000496.spe	1019.34	5.44	1	0.017521	-0.010617	0.009679	0.091522	37601	1.16	0.000	0.104	0.654	0.028	0.992	4.406	0.397	3.931	0.402	0.431	100.689	0.743	0.269	0.688	0.000	1.740	2.071	2.129	0.000	0.136	0.000	0.087	0.553	0.000	0.389	0.000	0.057	0.853	0.000	0.499	0.000	0.000	0.107	0.621	0.408	0.931	0.755	2.996	0.795	0.034	0.000	0.996	0.315	0.325	118.914	30.251	0.315	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000497.spe	1021.34	5.44	1	0.017523	-0.010617	0.009634	0.091522	36794	1.14	0.027	0.071	0.600	0.027	1.107	3.345	0.339	3.885	0.377	0.372	85.860	0.838	0.207	0.749	0.000	1.364	1.901	2.367	0.000	0.000	0.059	0.020	0.290	0.000	0.225	0.000	0.380	1.166	0.000	0.624	0.000	0.000	0.527	0.592	0.185	0.469	0.753	2.950	0.499	0.218	0.000	0.796	1.045	0.659	118.557	30.053	0.311	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000498.spe	1023.34	5.45	1	0.017522	-0.010617	0.009601	0.091522	37895	1.16	0.000	0.079	0.622	0.023	1.170	4.846	0.339	4.517	0.560	0.467	107.313	0.840	0.449	0.912	0.000	1.354	2.138	3.701	0.000	0.000	0.000	0.046	0.590	0.000	0.119	0.000	0.388	1.062	0.198	0.708	0.000	0.206	0.000	0.587	0.851	0.773	0.345	2.789	1.052	0.572	0.361	1.185	0.700	0.208	114.760	30.546	0.313	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000499.spe	1025.34	5.45	1	0.017523	-0.010617	0.009620	0.091522	38934	1.35	0.000	0.169	0.607	0.055	1.125	5.074	0.470	5.188	0.704	0.500	125.475	0.740	0.515	0.852	0.000	2.080	2.481	3.855	0.000	0.089	0.238	0.000	0.486	0.000	0.061	0.000	0.359	0.618	0.169	0.624	0.000	0.000	0.080	0.396	0.626	0.786	0.664	2.990	0.641	0.195	0.000	0.327	0.119	0.633	114.207	29.976	0.314	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000500.spe	1027.34	5.45	1	0.017516	-0.010617	0.009620	0.091522	39834	1.19	0.000	0.072	0.668	0.000	0.860	5.203	0.455	4.945	0.434	0.650	139.747	0.752	0.069	0.900	0.000	1.678	1.790	2.780	0.000	0.201	0.146	0.069	0.701	0.023	0.204	0.000	1.394	0.408	0.025	0.817	0.000	0.000	0.137	0.538	0.434	0.610	0.782	4.006	0.847	0.211	0.000	0.730	0.482	0.397	116.800	29.588	0.316	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000501.spe	1029.34	5.44	1	0.017518	-0.010617	0.009604	0.091522	39475	1.40	0.000	0.089	0.924	0.000	1.036	5.862	0.476	5.221	0.289	0.595	142.933	0.495	0.305	0.896	0.058	2.147	2.156	1.853	0.025	0.000	0.201	0.000	0.535	0.175	0.231	0.000	0.383	0.508	0.633	1.065	0.073	0.000	0.155	0.462	0.000	0.366	0.521	4.229	0.726	0.159	0.000	0.015	0.747	0.634	115.177	28.819	0.313	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000502.spe	1031.34	5.45	1	0.017520	-0.010617	0.009676	0.091522	38631	1.35	0.000	0.104	0.867	0.000	1.061	5.373	0.382	5.229	0.591	0.694	130.895	0.713	0.227	1.101	0.000	1.911	1.897	2.128	0.052	0.044	0.000	0.107	0.617	0.000	0.000	0.000	1.324	1.083	0.000	0.623	0.000	0.000	0.358	0.842	0.000	0.869	0.837	2.690	0.747	0.548	0.000	0.766	1.129	0.525	112.647	29.603	0.310	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000503.spe	1033.34	5.45	1	0.017517	-0.010617	0.009712	0.091522	39150	1.20	0.021	0.168	0.743	0.048	1.016	5.688	0.514	5.757	0.597	0.643	130.407	0.454	0.034	0.984	0.000	2.229	1.870	2.438	0.015	0.073	0.342	0.000	0.560	0.000	0.139	0.000	1.894	0.424	0.386	1.174	0.000	0.000	0.811	0.258	0.000	0.816	0.591	2.826	0.174	0.279	0.000	0.584	0.837	0.466	113.764	29.994	0.313	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000504.spe	1035.34	5.44	1	0.017516	-0.010617	0.009695	0.091522	38220	1.26	0.000	0.127	0.638	0.066	1.152	5.618	0.387	6.067	0.021	0.434	119.385	0.596	0.074	0.834	0.011	2.116	3.197	5.110	0.052	0.090	0.386	0.000	0.451	0.477	0.139	0.000	1.269	0.276	0.399	0.813	0.000	0.211	0.673	0.860	0.103	0.708	0.799	3.261	0.628	0.185	0.000	0.588	1.002	1.158	112.320	29.543	0.310	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000505.spe	1037.34	5.46	1	0.017515	-0.010617	0.009735	0.091522	38777	1.21	0.015	0.145	0.638	0.018	1.095	6.016	0.467	6.419	0.689	0.577	122.171	0.625	0.304	0.923	0.000	2.247	2.685	5.206	0.032	0.122	0.263	0.053	0.731	0.000	0.426	0.000	1.601	0.197	0.205	1.084	0.000	0.000	0.524	0.962	0.000	0.620	0.587	2.561	0.276	0.038	0.075	0.151	0.645	0.394	114.088	30.019	0.313	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000506.spe	1039.34	5.46	1	0.017514	-0.010617	0.009750	0.091522	38672	1.26	0.000	0.109	0.677	0.060	1.034	6.036	0.597	6.214	0.454	0.625	118.966	0.753	0.178	0.915	0.000	2.418	3.176	2.865	0.018	0.058	0.323	0.000	0.567	0.000	0.017	0.000	0.862	0.000	0.125	1.271	0.000	0.000	0.322	0.873	0.214	0.589	0.821	3.407	0.333	0.771	0.000	0.353	0.856	0.305	115.584	29.924	0.313	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000507.spe	1041.34	5.45	1	0.017516	-0.010617	0.009896	0.091522	37769	1.20	0.036	0.163	0.661	0.057	1.226	5.772	0.472	5.869	0.668	0.579	107.967	0.590	0.017	0.633	0.000	2.567	2.977	3.252	0.066	0.000	0.056	0.058	0.525	0.000	0.163	0.000	0.567	0.205	0.270	0.878	0.000	0.137	0.385	0.836	0.180	0.337	0.528	3.601	0.119	0.362	0.038	0.214	0.559	0.687	116.097	30.606	0.314	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000508.spe	1043.34	5.45	1	0.017520	-0.010617	0.009863	0.091522	38574	1.10	0.000	0.082	0.838	0.000	1.028	5.222	0.453	6.016	0.882	0.606	114.836	0.720	0.000	1.089	0.000	2.099	2.545	3.103	0.000	0.063	0.164	0.000	0.678	0.000	0.203	0.000	0.742	0.063	0.000	1.001	0.012	0.000	0.633	0.636	0.326	0.807	0.836	2.861	0.525	0.285	0.255	0.367	0.407	0.512	117.854	30.673	0.314	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000509.spe	1045.34	5.45	1	0.017519	-0.010617	0.009822	0.091522	38767	1.18	0.000	0.024	0.671	0.034	0.995	5.499	0.573	5.715	0.384	0.444	115.147	0.808	0.302	0.978	0.093	2.406	2.768	2.743	0.052	0.134	0.131	0.000	0.415	0.070	0.077	0.000	1.086	0.108	0.000	0.759	0.102	0.098	0.425	0.812	0.000	0.463	1.036	3.278	0.633	0.354	0.201	0.463	0.670	0.552	116.196	29.784	0.314	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000510.spe	1047.34	5.44	1	0.017520	-0.010617	0.009832	0.091522	39516	1.22	0.000	0.129	0.710	0.091	1.083	5.886	0.429	6.042	0.395	0.609	128.750	0.640	0.000	0.914	0.000	2.384	3.095	3.436	0.023	0.030	0.223	0.099	0.707	0.162	0.177	0.000	0.862	0.238	0.194	1.132	0.000	0.000	0.000	0.780	0.000	0.787	0.691	3.189	0.831	0.717	0.247	0.438	0.611	0.000	116.838	29.935	0.316	
